Overall_Rating,Sentiment_Label,Review_Title,Review,combined_text,cleaned_text,tokens_str,Type Of Traveller,Seat Type,Route,Recommended,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money
3,Negative,I got only one meal served,"Male to Kuala Lumpur. This is a red eye flight, so you want to sleep after boarding. however the seat is very crowded. I booked a value pack and purchased another vegetarian meal for my mother. So I should get two meals totally. However I got only one meal served. They have killed their customer telephone number and I got no any reply even I left message on facebook twice and filled up a refund form online.","I got only one meal served Male to Kuala Lumpur. This is a red eye flight, so you want to sleep after boarding. however the seat is very crowded. I booked a value pack and purchased another vegetarian meal for my mother. So I should get two meals totally. However I got only one meal served. They have killed their customer telephone number and I got no any reply even I left message on facebook twice and filled up a refund form online.",i got only one meal served male to kuala lumpur this is a red eye flight so you want to sleep after boarding however the seat is very crowded i booked a value pack and purchased another vegetarian meal for my mother so i should get two meals totally however i got only one meal served they have killed their customer telephone number and i got no any reply even i left message on facebook twice and filled up a refund form online,meal served male kuala lumpur red eye want sleep boarding however seat crowded booked value pack purchased another vegetarian meal mother two meals totally however meal served killed customer telephone number any reply left message facebook twice filled refund form online,Family Leisure,Economy Class,Male to Kuala Lumpur,no,1.0,2.0,2.0,4.0,3
1,Negative,check in close 1 hour before,Kuala Lumpur to Penang. Book 1st flight 5.25am for 2 person because very cheap at less than RM100. Arrived at check in kiosk 4.30am. Counter informed check in close 1 hour before flight. So no choice bought the following flight as the next flight closing in 20 minutes. Whopping 280 per person and for 2 person 560 plus. No choice paid as need to meet appointment. Boarding pass handed only notice hot seat. No wonder so expensive. I was not told whether normal seat available or not. Very costly in the end.,check in close 1 hour before Kuala Lumpur to Penang. Book 1st flight 5.25am for 2 person because very cheap at less than RM100. Arrived at check in kiosk 4.30am. Counter informed check in close 1 hour before flight. So no choice bought the following flight as the next flight closing in 20 minutes. Whopping 280 per person and for 2 person 560 plus. No choice paid as need to meet appointment. Boarding pass handed only notice hot seat. No wonder so expensive. I was not told whether normal seat available or not. Very costly in the end.,check in close hour before kuala lumpur to penang book st flight am for person because very cheap at less than rm arrived at check in kiosk am counter informed check in close hour before flight so no choice bought the following flight as the next flight closing in minutes whopping per person and for person plus no choice paid as need to meet appointment boarding pass handed only notice hot seat no wonder so expensive i was not told whether normal seat available or not very costly in the end,check close hour kuala lumpur penang book person cheap less arrived check kiosk counter informed check close hour choice bought following next closing minutes whopping per person person plus choice paid need meet appointment boarding pass handed notice hot seat wonder expensive told whether normal seat available costly end,Family Leisure,Economy Class,Kuala Lumpur to Penang,no,2.0,2.0,,2.0,1
1,Negative,waiting for their follow up,"Singapore to Jakarta. My flight to Jakarta was delayed, AirAsia sent me an email saying that i have an option to get a refund. And when I follow the steps as stated in the email to request for refund from their website, there's no refund option. There's no email address either. There's only a livebot, which is useless as it only has standard answers. I wrote a complain and they only say they will send to relevant department to handle. I am now waiting for their follow up.","waiting for their follow up Singapore to Jakarta. My flight to Jakarta was delayed, AirAsia sent me an email saying that i have an option to get a refund. And when I follow the steps as stated in the email to request for refund from their website, there's no refund option. There's no email address either. There's only a livebot, which is useless as it only has standard answers. I wrote a complain and they only say they will send to relevant department to handle. I am now waiting for their follow up.",waiting for their follow up singapore to jakarta my flight to jakarta was delayed airasia sent me an email saying that i have an option to get a refund and when i follow the steps as stated in the email to request for refund from their website there s no refund option there s no email address either there s only a livebot which is useless as it only has standard answers i wrote a complain and they only say they will send to relevant department to handle i am now waiting for their follow up,waiting follow singapore jakarta jakarta delayed sent email saying option refund follow steps stated email request refund website refund option email address either livebot useless standard answers wrote complain say send relevant department handle waiting follow,Business,Economy Class,Singapore to Jakarta,no,1.0,,,1.0,1
1,Negative,Worst service I have ever experienced,"Phuket to Chiang Mai with AirAsia. Worst service I have ever experienced on an aircraft. I'm 6'4"" tall and literally could not sit in my seat without physically bruising my knees as the legroom is that short. I stood for entire flight apart from when seatbelt signs were on and came away with bad bruising to both my knees. Despite there being 11 extra legroom seats available the cabin crew would not let me sit there (even for extra payment that I offered) but instead just smiled at me as I stood. I showed then the damage the seat had done to my knees after take off and they just did not care. I watched them throw a lady out of the extra legroom seat who was trying to breastfeed a baby, this is how uncaring they are. On making a subsequent complaint I received a totally inadequate reply from them. If you are over 5'8"" do not use. I am now looking at taking legal action for my injuries and suffering as only way I can see these airlines learning.","Worst service I have ever experienced Phuket to Chiang Mai with AirAsia. Worst service I have ever experienced on an aircraft. I'm 6'4"" tall and literally could not sit in my seat without physically bruising my knees as the legroom is that short. I stood for entire flight apart from when seatbelt signs were on and came away with bad bruising to both my knees. Despite there being 11 extra legroom seats available the cabin crew would not let me sit there (even for extra payment that I offered) but instead just smiled at me as I stood. I showed then the damage the seat had done to my knees after take off and they just did not care. I watched them throw a lady out of the extra legroom seat who was trying to breastfeed a baby, this is how uncaring they are. On making a subsequent complaint I received a totally inadequate reply from them. If you are over 5'8"" do not use. I am now looking at taking legal action for my injuries and suffering as only way I can see these airlines learning.",worst service i have ever experienced phuket to chiang mai with airasia worst service i have ever experienced on an aircraft i m tall and literally could not sit in my seat without physically bruising my knees as the legroom is that short i stood for entire flight apart from when seatbelt signs were on and came away with bad bruising to both my knees despite there being extra legroom seats available the cabin crew would not let me sit there even for extra payment that i offered but instead just smiled at me as i stood i showed then the damage the seat had done to my knees after take off and they just did not care i watched them throw a lady out of the extra legroom seat who was trying to breastfeed a baby this is how uncaring they are on making a subsequent complaint i received a totally inadequate reply from them if you are over do not use i am now looking at taking legal action for my injuries and suffering as only way i can see these airlines learning,worst service ever experienced phuket chiang mai worst service ever experienced aircraft tall literally sit seat without physically bruising knees legroom short stood entire apart seatbelt signs came away bad bruising knees despite extra legroom seats available cabin crew let sit extra payment offered instead smiled stood showed damage seat done knees take care watched throw lady extra legroom seat trying breastfeed baby uncaring making subsequent complaint received totally inadequate reply use looking taking legal action injuries suffering way see airlines learning,Business,Economy Class,Phuket to Chiang Mai,no,1.0,1.0,,1.0,1
1,Negative,90.10MYR for 15kg baggage ,Kuala Lumpur to Johor Bahru. I bought the ticket online for 75MYR including checked baggage of 20 kg when I reached the airport they charged me 90.10MYR for 15kg baggage which is the only baggage I have because I didn't check in 4 hours before the flight. The flight got delayed 1 hour. They destroyed my bag.,90.10MYR for 15kg baggage  Kuala Lumpur to Johor Bahru. I bought the ticket online for 75MYR including checked baggage of 20 kg when I reached the airport they charged me 90.10MYR for 15kg baggage which is the only baggage I have because I didn't check in 4 hours before the flight. The flight got delayed 1 hour. They destroyed my bag.,myr for kg baggage kuala lumpur to johor bahru i bought the ticket online for myr including checked baggage of kg when i reached the airport they charged me myr for kg baggage which is the only baggage i have because i didn t check in hours before the flight the flight got delayed hour they destroyed my bag,myr baggage kuala lumpur johor bahru bought ticket online myr including checked baggage reached airport charged myr baggage baggage check hours delayed hour destroyed bag,Solo Leisure,Economy Class,Kuala Lumpur to Johor Bahru,no,2.0,2.0,,1.0,1
2,Negative,Absolutely no leg room,"Krabi to Bangkok. I'm 6' (1.8 meters) tall and my knees were touching the back of the seat. Absolutely no leg room. The only reason we took AirAsia is because we wanted to arrive at Don Meuang Airport. AirAsia prices are almost never as good as they sound. By the time one adds luggage fees, choosing a seat fee, credit card fee and other fees, the prices generally are not much cheaper than other airlines.","Absolutely no leg room Krabi to Bangkok. I'm 6' (1.8 meters) tall and my knees were touching the back of the seat. Absolutely no leg room. The only reason we took AirAsia is because we wanted to arrive at Don Meuang Airport. AirAsia prices are almost never as good as they sound. By the time one adds luggage fees, choosing a seat fee, credit card fee and other fees, the prices generally are not much cheaper than other airlines.",absolutely no leg room krabi to bangkok i m meters tall and my knees were touching the back of the seat absolutely no leg room the only reason we took airasia is because we wanted to arrive at don meuang airport airasia prices are almost never as good as they sound by the time one adds luggage fees choosing a seat fee credit card fee and other fees the prices generally are not much cheaper than other airlines,absolutely leg room krabi bangkok meters tall knees touching back seat absolutely leg room reason took wanted arrive meuang airport prices almost never good sound time adds luggage fees choosing seat fee credit card fee fees prices generally cheaper airlines,Family Leisure,Economy Class,Krabi to Bangkok,no,1.0,2.0,1.0,3.0,2
1,Negative,I had issues in booking,"Cebu to Manila. Customer Service useless. I had issues in booking, basically I have earned many Big Points along the years plus I had Credit Account Balance to get some discount during bookings. I have tried during different bookings to apply the credit I had with AirAsia but neither the Big Points or the Credit Account ever worked, I applied them but they magically disappeared whenever I click the magic button ""pay"" and the full amount has always been charged to my bank account. I have complained a couple of times but the only answer those ""customer service representative"" give is some template answer saying that they are sorry bla bla bla and my points are still there to redeem. This is ridiculous and disappointing, never had such a bad customer service being a Gold member as they call me.","I had issues in booking Cebu to Manila. Customer Service useless. I had issues in booking, basically I have earned many Big Points along the years plus I had Credit Account Balance to get some discount during bookings. I have tried during different bookings to apply the credit I had with AirAsia but neither the Big Points or the Credit Account ever worked, I applied them but they magically disappeared whenever I click the magic button ""pay"" and the full amount has always been charged to my bank account. I have complained a couple of times but the only answer those ""customer service representative"" give is some template answer saying that they are sorry bla bla bla and my points are still there to redeem. This is ridiculous and disappointing, never had such a bad customer service being a Gold member as they call me.",i had issues in booking cebu to manila customer service useless i had issues in booking basically i have earned many big points along the years plus i had credit account balance to get some discount during bookings i have tried during different bookings to apply the credit i had with airasia but neither the big points or the credit account ever worked i applied them but they magically disappeared whenever i click the magic button pay and the full amount has always been charged to my bank account i have complained a couple of times but the only answer those customer service representative give is some template answer saying that they are sorry bla bla bla and my points are still there to redeem this is ridiculous and disappointing never had such a bad customer service being a gold member as they call me,issues booking cebu manila customer service useless issues booking basically earned big points along years plus credit account balance discount bookings tried different bookings apply credit neither big points credit account ever worked applied magically disappeared whenever click magic button pay full amount always charged bank account complained couple times answer customer service representative give template answer saying sorry bla bla bla points redeem ridiculous disappointing never bad customer service gold member call,Business,Economy Class,Cebu to Manila,no,2.0,3.0,,2.0,3
1,Negative,luggage fees are outrageous,Lombok to Kuala Lumpur. The luggage fees are outrageous. Airport security tell us we cant take a tripod. The baggage people should be aware of what we can not take with us.  Will never be flying this airline again.,luggage fees are outrageous Lombok to Kuala Lumpur. The luggage fees are outrageous. Airport security tell us we cant take a tripod. The baggage people should be aware of what we can not take with us.  Will never be flying this airline again.,luggage fees are outrageous lombok to kuala lumpur the luggage fees are outrageous airport security tell us we cant take a tripod the baggage people should be aware of what we can not take with us will never be flying this airline again,luggage fees outrageous lombok kuala lumpur luggage fees outrageous airport security tell cant take tripod baggage people aware take never flying,Couple Leisure,Economy Class,Lombok to Kuala Lumpur,no,,,,1.0,1
1,Negative,do not travel with Air Asia,"If you're a person with a disability, do not travel with Air Asia from Don Mueang Airport. You will have to climb the stairs to get on the plane. Even if you pay 600 Thai bahts for the wheelchair service, this stops at the departure gate! A family member or friend can do it. I guess they don't want to pay for direct access to their aircraft? Of course the bus does not stop at the edge of the platform, you'll have to get down a high step and then get on the bus, one more step. Then get off the bus, one more step and a nice stair is waiting for you and your disability! In fact, Air Asia has changed its slogan: ""Now the disabled can walk"" And Don Mueang airport is changing its name, it is now the Sanctuary of Our Lady of Lourdes Airport! The place where miracles happen, in this case, it's a paid miracle, a miracle that will never happen.","do not travel with Air Asia If you're a person with a disability, do not travel with Air Asia from Don Mueang Airport. You will have to climb the stairs to get on the plane. Even if you pay 600 Thai bahts for the wheelchair service, this stops at the departure gate! A family member or friend can do it. I guess they don't want to pay for direct access to their aircraft? Of course the bus does not stop at the edge of the platform, you'll have to get down a high step and then get on the bus, one more step. Then get off the bus, one more step and a nice stair is waiting for you and your disability! In fact, Air Asia has changed its slogan: ""Now the disabled can walk"" And Don Mueang airport is changing its name, it is now the Sanctuary of Our Lady of Lourdes Airport! The place where miracles happen, in this case, it's a paid miracle, a miracle that will never happen.",do not travel with air asia if you re a person with a disability do not travel with air asia from don mueang airport you will have to climb the stairs to get on the plane even if you pay thai bahts for the wheelchair service this stops at the departure gate a family member or friend can do it i guess they don t want to pay for direct access to their aircraft of course the bus does not stop at the edge of the platform you ll have to get down a high step and then get on the bus one more step then get off the bus one more step and a nice stair is waiting for you and your disability in fact air asia has changed its slogan now the disabled can walk and don mueang airport is changing its name it is now the sanctuary of our lady of lourdes airport the place where miracles happen in this case it s a paid miracle a miracle that will never happen,travel person disability travel mueang airport climb stairs plane pay thai bahts wheelchair service stops departure gate family member friend guess want pay direct access aircraft course bus stop edge platform high step bus step bus step nice stair waiting disability fact changed slogan disabled walk mueang airport changing name sanctuary lady lourdes airport place miracles happen case paid miracle miracle never happen,Couple Leisure,Premium Economy,Bangkok Don Muang to Penang,no,2.0,2.0,2.0,1.0,1
1,Negative,be skipping this airline,"Wanted to order a coke can called the flight attendant saying excuse me thrice. On the third try the guy showed me his hand to wait.  I'll be skipping this airline due to the attitude of a flight attendant. As a low-cost airline no tv, no free food and the baggage allowance can't go more than 20 kg for which you have to pay too. The least they could do was to provide a good customer service.","be skipping this airline Wanted to order a coke can called the flight attendant saying excuse me thrice. On the third try the guy showed me his hand to wait.  I'll be skipping this airline due to the attitude of a flight attendant. As a low-cost airline no tv, no free food and the baggage allowance can't go more than 20 kg for which you have to pay too. The least they could do was to provide a good customer service.",be skipping this airline wanted to order a coke can called the flight attendant saying excuse me thrice on the third try the guy showed me his hand to wait i ll be skipping this airline due to the attitude of a flight attendant as a low cost airline no tv no free food and the baggage allowance can t go more than kg for which you have to pay too the least they could do was to provide a good customer service,skipping wanted order coke called attendant saying excuse thrice third try guy showed hand wait skipping due attitude attendant low cost free food baggage allowance pay least provide good customer service,Family Leisure,Economy Class,Kuala Lumpur to Bali,no,1.0,1.0,,1.0,1
7,Positive,attendants friendly and very helpful,"Jakarta to Bali. So happy to see AirAsia finally use paper box for their food. I hope they will provide reusable spoon and forks instead of plastic soon. I had Pak Nasser Nasi Lemak, the taste has changed, the chicken tasted more like curry. Taste good, just was not what I was hoping for. Flight attendants was friendly and very helpful.","attendants friendly and very helpful Jakarta to Bali. So happy to see AirAsia finally use paper box for their food. I hope they will provide reusable spoon and forks instead of plastic soon. I had Pak Nasser Nasi Lemak, the taste has changed, the chicken tasted more like curry. Taste good, just was not what I was hoping for. Flight attendants was friendly and very helpful.",attendants friendly and very helpful jakarta to bali so happy to see airasia finally use paper box for their food i hope they will provide reusable spoon and forks instead of plastic soon i had pak nasser nasi lemak the taste has changed the chicken tasted more like curry taste good just was not what i was hoping for flight attendants was friendly and very helpful,attendants friendly helpful jakarta bali happy see finally use paper box food hope provide reusable spoon forks instead plastic soon pak nasser nasi lemak taste changed chicken tasted curry taste good hoping attendants friendly helpful,Family Leisure,Economy Class,Jakarta to Bali,yes,4.0,5.0,4.0,5.0,3
3,Negative,food you need to pay for it,"Lombok to Guangzou via Kuala Lumpur. Not able to link my luggage through for my total flight, as it is a low cost airline. During the flight the intercom was only quiet for about 10 minutes. A constant voice making it impossible to sleep/relax. If you want food you needed to pay for it, although it wasn't possible with credit card. By far the worst experience I've had with an Asian airline.","food you need to pay for it Lombok to Guangzou via Kuala Lumpur. Not able to link my luggage through for my total flight, as it is a low cost airline. During the flight the intercom was only quiet for about 10 minutes. A constant voice making it impossible to sleep/relax. If you want food you needed to pay for it, although it wasn't possible with credit card. By far the worst experience I've had with an Asian airline.",food you need to pay for it lombok to guangzou via kuala lumpur not able to link my luggage through for my total flight as it is a low cost airline during the flight the intercom was only quiet for about minutes a constant voice making it impossible to sleep relax if you want food you needed to pay for it although it wasn t possible with credit card by far the worst experience i ve had with an asian airline,food need pay lombok guangzou via kuala lumpur able link luggage total low cost intercom quiet minutes constant voice making impossible sleep relax want food needed pay although possible credit card far worst experience asian,Solo Leisure,Economy Class,Lombok to Guangzou via Kuala Lumpur,no,4.0,2.0,1.0,2.0,2
1,Negative,exceeds my expectations,Hong Kong to Bali via Bangkok. AirAsia exceeds my expectations the staff are some of the friendliest and helpful staff Ive ever met on a budget airline! Everything I here negative about the company doesnt make sense Ive been travelling now for 6 months around south east Asia and every month I use them at least 1-2 times maybe more! They are an incredible airline!,exceeds my expectations Hong Kong to Bali via Bangkok. AirAsia exceeds my expectations the staff are some of the friendliest and helpful staff Ive ever met on a budget airline! Everything I here negative about the company doesnt make sense Ive been travelling now for 6 months around south east Asia and every month I use them at least 1-2 times maybe more! They are an incredible airline!,exceeds my expectations hong kong to bali via bangkok airasia exceeds my expectations the staff are some of the friendliest and helpful staff ive ever met on a budget airline everything i here negative about the company doesnt make sense ive been travelling now for months around south east asia and every month i use them at least times maybe more they are an incredible airline,exceeds expectations hong kong bali via bangkok exceeds expectations staff friendliest helpful staff ive ever met budget everything negative company doesnt make sense ive travelling months around south east every month use least times maybe incredible,Solo Leisure,Economy Class,Hong Kong to Bali via Bangkok,yes,5.0,5.0,5.0,5.0,5
1,Negative,focussed and guest centric,"27th May 2019 Air Asia Flight I5 1582, between Bengaluru to Hyderabad. Impressed with the energy of Inflight Crew. So focussed and guest centric. Smiling and well groomed. Special thanx to Lakshman to offer his meal. Short of cash.","focussed and guest centric 27th May 2019 Air Asia Flight I5 1582, between Bengaluru to Hyderabad. Impressed with the energy of Inflight Crew. So focussed and guest centric. Smiling and well groomed. Special thanx to Lakshman to offer his meal. Short of cash.",focussed and guest centric th may air asia flight i between bengaluru to hyderabad impressed with the energy of inflight crew so focussed and guest centric smiling and well groomed special thanx to lakshman to offer his meal short of cash,focussed guest centric may bengaluru hyderabad impressed energy inflight crew focussed guest centric smiling groomed special thanx lakshman offer meal short cash,Business,Economy Class,Bengaluru to Hyderabad,yes,5.0,5.0,5.0,5.0,5
7,Positive,I wouldn't complain much,Short 1h20 flight from Kuala Lumpur to Phuket departed and arrived on time. I wouldn't complain much here as the fare was very low ($30 USD) but the seats are not very comfortable (for a short flight I guess it's fine). No entertainment system. The cabin crew was ok. The only drawback for this flight really was the extremely strong AC: bring a down jacket!,I wouldn't complain much Short 1h20 flight from Kuala Lumpur to Phuket departed and arrived on time. I wouldn't complain much here as the fare was very low ($30 USD) but the seats are not very comfortable (for a short flight I guess it's fine). No entertainment system. The cabin crew was ok. The only drawback for this flight really was the extremely strong AC: bring a down jacket!,i wouldn t complain much short h flight from kuala lumpur to phuket departed and arrived on time i wouldn t complain much here as the fare was very low usd but the seats are not very comfortable for a short flight i guess it s fine no entertainment system the cabin crew was ok the only drawback for this flight really was the extremely strong ac bring a down jacket,complain short kuala lumpur phuket departed arrived time complain fare low usd seats comfortable short guess fine entertainment system cabin crew drawback extremely strong bring jacket,Family Leisure,Economy Class,Kuala Lumpur to Phuket,yes,2.0,3.0,2.0,3.0,4
6,Neutral,crew were professional,"Kuala Lumpur to Johor Bahru. Flight was delayed by 45 minutes due to late arrival of aircraft. Overall, flight was routine and crew were professional. Just cross your fingers each time you fly AirAsia that your flight isn't delayed or worse, cancelled (which was what happened to me on another AirAsia flight).","crew were professional Kuala Lumpur to Johor Bahru. Flight was delayed by 45 minutes due to late arrival of aircraft. Overall, flight was routine and crew were professional. Just cross your fingers each time you fly AirAsia that your flight isn't delayed or worse, cancelled (which was what happened to me on another AirAsia flight).",crew were professional kuala lumpur to johor bahru flight was delayed by minutes due to late arrival of aircraft overall flight was routine and crew were professional just cross your fingers each time you fly airasia that your flight isn t delayed or worse cancelled which was what happened to me on another airasia flight,crew professional kuala lumpur johor bahru delayed minutes due late arrival aircraft overall routine crew professional cross fingers time delayed worse cancelled happened another,Solo Leisure,Economy Class,Kuala Lumpur to Johor Bahru,yes,3.0,3.0,,3.0,3
5,Neutral,flight was rescheduled,"Johor Bahru to Kuala Lumpur. Original flight was cancelled & rescheduled to another timing which meant I reached my destination several hours later close to midnight.  On the plus side, flight left on time & landed early.","flight was rescheduled Johor Bahru to Kuala Lumpur. Original flight was cancelled & rescheduled to another timing which meant I reached my destination several hours later close to midnight.  On the plus side, flight left on time & landed early.",flight was rescheduled johor bahru to kuala lumpur original flight was cancelled rescheduled to another timing which meant i reached my destination several hours later close to midnight on the plus side flight left on time landed early,rescheduled johor bahru kuala lumpur original cancelled rescheduled another timing meant reached destination several hours later close midnight plus side left time landed early,Solo Leisure,Economy Class,Johor Bahru to Kuala Lumpur,yes,3.0,4.0,,3.0,4
1,Negative,chose the wrong baggage type,I paid 150usd for a ticket from Danang to Kuala Lumpur but ended up paying another 150usd because they said I chose the wrong baggage type. They have the worst customer service!,chose the wrong baggage type I paid 150usd for a ticket from Danang to Kuala Lumpur but ended up paying another 150usd because they said I chose the wrong baggage type. They have the worst customer service!,chose the wrong baggage type i paid usd for a ticket from danang to kuala lumpur but ended up paying another usd because they said i chose the wrong baggage type they have the worst customer service,chose wrong baggage type paid usd ticket danang kuala lumpur ended paying another usd chose wrong baggage type worst customer service,Solo Leisure,Economy Class,Danang to Kuala Lumpur,no,,,,1.0,1
8,Positive,An uneventful flight,"Johor Bahru to Ho Chi Minh. Early morning flight from a small regional airport & with no other departing flights at that time, there was no delay & the plane took off on time. An uneventful flight in general with only a slight delay on landing due to the aircraft being put into a hold because of congestion on the ground.","An uneventful flight Johor Bahru to Ho Chi Minh. Early morning flight from a small regional airport & with no other departing flights at that time, there was no delay & the plane took off on time. An uneventful flight in general with only a slight delay on landing due to the aircraft being put into a hold because of congestion on the ground.",an uneventful flight johor bahru to ho chi minh early morning flight from a small regional airport with no other departing flights at that time there was no delay the plane took off on time an uneventful flight in general with only a slight delay on landing due to the aircraft being put into a hold because of congestion on the ground,uneventful johor bahru chi minh early morning small regional airport departing flights time delay plane took time uneventful general slight delay landing due aircraft put into hold congestion ground,Solo Leisure,Economy Class,Johor Bahru to Ho Chi Minh,yes,3.0,3.0,,3.0,4
2,Negative,Absolutely disgusted beyond words,"Delhi to Bangalore with AirAsia. Knowing that my bags were overweight, I made sure to send a courier back home before flying back. Turns out I was 3 kgs overweight which even an airline like Air India was willing to let go of (yes, I had a connecting flight prior to my Air Asia reservation). When I checked-in I was told that my bags were overweight and that I needed to pay 1200 rupees. Had a bag less than 2kgs for cabin luggage which should have been taken into consideration but wasnt. Never mind the 1200 bucks. No big deal. What really angered me was learning that AirAsia charged a single mother travelling with her 9 year old son 300 rupees to get seats next to each other. I mean, Ive seen inhuman and now Ive seen AirAsia! What level of exploitation does an airline company need to adhere to make money? I mean, how do people who make money through these days extremely cheap and disgusting ways sleep at night? Its a 9 year old child. Knowing that parents will do anything to have a sense of security over their children, AirAsia has done the unthinkable! I urge everyone to share this experience and ensure this airline sees the fate it deserves. Absolutely disgusted beyond words!","Absolutely disgusted beyond words Delhi to Bangalore with AirAsia. Knowing that my bags were overweight, I made sure to send a courier back home before flying back. Turns out I was 3 kgs overweight which even an airline like Air India was willing to let go of (yes, I had a connecting flight prior to my Air Asia reservation). When I checked-in I was told that my bags were overweight and that I needed to pay 1200 rupees. Had a bag less than 2kgs for cabin luggage which should have been taken into consideration but wasnt. Never mind the 1200 bucks. No big deal. What really angered me was learning that AirAsia charged a single mother travelling with her 9 year old son 300 rupees to get seats next to each other. I mean, Ive seen inhuman and now Ive seen AirAsia! What level of exploitation does an airline company need to adhere to make money? I mean, how do people who make money through these days extremely cheap and disgusting ways sleep at night? Its a 9 year old child. Knowing that parents will do anything to have a sense of security over their children, AirAsia has done the unthinkable! I urge everyone to share this experience and ensure this airline sees the fate it deserves. Absolutely disgusted beyond words!",absolutely disgusted beyond words delhi to bangalore with airasia knowing that my bags were overweight i made sure to send a courier back home before flying back turns out i was kgs overweight which even an airline like air india was willing to let go of yes i had a connecting flight prior to my air asia reservation when i checked in i was told that my bags were overweight and that i needed to pay rupees had a bag less than kgs for cabin luggage which should have been taken into consideration but wasnt never mind the bucks no big deal what really angered me was learning that airasia charged a single mother travelling with her year old son rupees to get seats next to each other i mean ive seen inhuman and now ive seen airasia what level of exploitation does an airline company need to adhere to make money i mean how do people who make money through these days extremely cheap and disgusting ways sleep at night its a year old child knowing that parents will do anything to have a sense of security over their children airasia has done the unthinkable i urge everyone to share this experience and ensure this airline sees the fate it deserves absolutely disgusted beyond words,absolutely disgusted beyond words delhi bangalore knowing bags overweight made sure send courier back home flying back turns kgs overweight india willing let yes connecting prior reservation checked told bags overweight needed pay rupees bag less kgs cabin luggage taken into consideration wasnt never mind bucks big deal angered learning charged single mother travelling year old son rupees seats next mean ive seen inhuman ive seen level exploitation company need adhere make money mean people make money days extremely cheap disgusting ways sleep night year old child knowing parents anything sense security children done unthinkable urge everyone share experience ensure sees fate deserves absolutely disgusted beyond words,Solo Leisure,Economy Class,Delhi to Bangalore,no,1.0,3.0,,1.0,1
1,Negative,Above my expectations,"Kuala Lumpur to Surabaya with AirAsia. Above my expectations! Seats, really comfortable, more so than the KLM flight I was on. Food really tasty, served hot, for a cheap price. Cabin crew, really hospitable, friendly and professional. Ground staff, really on time, and on some instances, more earlier than scheduled. Really recommended.","Above my expectations Kuala Lumpur to Surabaya with AirAsia. Above my expectations! Seats, really comfortable, more so than the KLM flight I was on. Food really tasty, served hot, for a cheap price. Cabin crew, really hospitable, friendly and professional. Ground staff, really on time, and on some instances, more earlier than scheduled. Really recommended.",above my expectations kuala lumpur to surabaya with airasia above my expectations seats really comfortable more so than the klm flight i was on food really tasty served hot for a cheap price cabin crew really hospitable friendly and professional ground staff really on time and on some instances more earlier than scheduled really recommended,expectations kuala lumpur surabaya expectations seats comfortable klm food tasty served hot cheap price cabin crew hospitable friendly professional ground staff time instances earlier scheduled recommended,Solo Leisure,Economy Class,Kuala Lumpur to Surabaya,yes,5.0,5.0,4.0,5.0,5
1,Negative,Very disappointed with AA services,"Very disappointed with AA services! Flight delayed for 3 hours and only announced when all passengers are at the gate! Would highly appreciate a text message indicating flight delay schedule! Flight is 5.25am. I have been here since 4am+, entered immigration only to find out flight is delayed! Ridiculous! Kindly work on ur updates and prior inform your passengers. When you think its not necessary to inform ahead, know that it is!","Very disappointed with AA services Very disappointed with AA services! Flight delayed for 3 hours and only announced when all passengers are at the gate! Would highly appreciate a text message indicating flight delay schedule! Flight is 5.25am. I have been here since 4am+, entered immigration only to find out flight is delayed! Ridiculous! Kindly work on ur updates and prior inform your passengers. When you think its not necessary to inform ahead, know that it is!",very disappointed with aa services very disappointed with aa services flight delayed for hours and only announced when all passengers are at the gate would highly appreciate a text message indicating flight delay schedule flight is am i have been here since am entered immigration only to find out flight is delayed ridiculous kindly work on ur updates and prior inform your passengers when you think its not necessary to inform ahead know that it is,disappointed services disappointed services delayed hours announced passengers gate highly appreciate text message indicating delay schedule since entered immigration find delayed ridiculous kindly work updates prior inform passengers think necessary inform ahead know,Business,Economy Class,Kota Kinabalu to Kuala lumpur,no,1.0,2.0,1.0,1.0,1
